Codigo,Preco,Mercadoria
322,"28,00",QUEIJO MUSSARELA BIANA KG
353,"28,00",QUEIJO MUSSARELA FRIOLACK
388,"28,00",QUEIJO MUSSARELA CATOLE
393,"28,00",QUEIJO MUSSARELA SERTAO JUCURUTU
406,"28,00",QUEIJO MUSSARELA COMILA KG
445,"28,00",QUEIJO MUSSARELA BIANA
784,"28,00",FILE DE PEITO AURORA BDJ 12X1KG
75,"29,00",QUEIJO COALHO ISIS
682,"29,00",QUEIJO MUSSARELA SOBERANO KG
33,"30,00",CENTO MINI SALGADOS SABORES
617,"30,00",SOL PREMIUM LN 330 (CX06)
634,"31,00",QUEIJO MUSSARELA NATVILLE BARRA KG
162,"32,00",QUEIJO COALHO LIGHT ISIS
187,"32,00",SALSICHA HOT DOG COOPAVEL
198,"33,00",QUEIJO MINAS FRESCAL ISIS POTE
587,"36,00",QUEIJO MUSSARELA BIG KG
426,"38,00",QUEIJO MUSSARELA NATIVILLE KG
460,"39,50",QUEIJO MUSSARELA DONATA KG
46,"40,00",SUSPIRO AÇUCAR KG
618,"40,00",HEIN LN 330ML
76,"42,00",QUEIJO COALHO LACISIS
859,"45,00",CERVEJA TIGER LT 350ML SLEEK
1054,"48,00",QUEIJO COALHO ISIS
999,"51,00",QUEIJO MUSSARELA ISIS KG
537,"53,50",QUEIJO MUSSARELA ISIS KG
96,"55,00",LINGUICA SUINA P CHURRASCO DALIA PC 5 KG (9198)
139,"62,00",LINGUICA CALAB. RETA DALIA
818,"70,00",CERV PIL EISEN LN 355ML DESC
969,"75,00",CERV UNFIL EISEN LN 355ML
1055,"77,00",QUEIJO PRATO ISIS KG
370,"79,00",HEINEKEN BARRIL 5L UND
967,"80,00",CERV WEIZENBIER EISEN LN 355ML
968,"80,00",CERV SESSION IPA HILDA EISEN LN 355ML
809,"200,00",CERV PIL EISEN VD 600ML
